Measure,Value
BrainSegVol,1404210.000000
lhCortexVol,296160.283320
rhCortexVol,292447.598322
CortexVol,588607.881642
TotalGrayVol,772864.881642
MaskVol,1902451.000000
BrainSegVol-to-eTIV,0.768185
MaskVol-to-eTIV,1.040752
eTIV,1827958.678663
