Measure,Vol
BrainSegVol,1055483.000000000000
BrainSegVolNotVent,1038476.000000000000
SupraTentorialVol,921687.000000000000
SupraTentorialVolNotVent,904680.000000000000
SubCortGrayVol,56252.000000000000
lhCortexVol,216679.580023334158
rhCortexVol,215641.382388087979
CortexVol,432320.962411422166
TotalGrayVol,588689.962411422050
lhCerebralWhiteMatterVol,210185.500000000000
rhCerebralWhiteMatterVol,207699.500000000000
CerebralWhiteMatterVol,417885.000000000000
MaskVol,1484505.000000000000
SupraTentorialVolNotVentVox,904680.000000000000
BrainSegVolNotVentSurf,1038476.000000000000
VentricleChoroidVol,14443.000000000000
