Measure,Vol
BrainSegVol,1268877.000000000000
BrainSegVolNotVent,1245255.000000000000
SupraTentorialVol,1098542.000000000000
SupraTentorialVolNotVent,1074920.000000000000
SubCortGrayVol,63591.000000000000
lhCortexVol,262711.684194580826
rhCortexVol,257554.945047307003
CortexVol,520266.629241887829
TotalGrayVol,721253.629241887829
lhCerebralWhiteMatterVol,246917.000000000000
rhCerebralWhiteMatterVol,246269.000000000000
CerebralWhiteMatterVol,493186.000000000000
MaskVol,1728636.000000000000
SupraTentorialVolNotVentVox,1074920.000000000000
BrainSegVolNotVentSurf,1245255.000000000000
VentricleChoroidVol,19076.000000000000
