Measure,Vol
BrainSegVol,1211410.000000000000
BrainSegVolNotVent,1176283.000000000000
SupraTentorialVol,1061972.000000000000
SupraTentorialVolNotVent,1026845.000000000000
SubCortGrayVol,57876.000000000000
lhCortexVol,245741.080775052018
rhCortexVol,242854.268564346712
CortexVol,488595.349339398730
TotalGrayVol,658964.349339398788
lhCerebralWhiteMatterVol,242253.000000000000
rhCerebralWhiteMatterVol,239400.000000000000
CerebralWhiteMatterVol,481653.000000000000
MaskVol,1655187.000000000000
SupraTentorialVolNotVentVox,1026845.000000000000
BrainSegVolNotVentSurf,1176283.000000000000
VentricleChoroidVol,30639.000000000000
