Measure,Vol
BrainSegVol,1142860.000000000000
BrainSegVolNotVent,1123427.000000000000
SupraTentorialVol,1001982.000000000000
SupraTentorialVolNotVent,982549.000000000000
SubCortGrayVol,61307.000000000000
lhCortexVol,266490.368719522841
rhCortexVol,264718.414736613166
CortexVol,531208.783456136007
TotalGrayVol,705638.783456136007
lhCerebralWhiteMatterVol,198280.500000000000
rhCerebralWhiteMatterVol,193441.500000000000
CerebralWhiteMatterVol,391722.000000000000
MaskVol,1585694.000000000000
SupraTentorialVolNotVentVox,982549.000000000000
BrainSegVolNotVentSurf,1123427.000000000000
VentricleChoroidVol,15067.000000000000
