Measure,Vol
BrainSegVol,1349083.000000000000
BrainSegVolNotVent,1319624.000000000000
SupraTentorialVol,1195384.000000000000
SupraTentorialVolNotVent,1165925.000000000000
SubCortGrayVol,71020.000000000000
lhCortexVol,271908.537922305695
rhCortexVol,271955.092886360711
CortexVol,543863.630808666348
TotalGrayVol,737478.630808666348
lhCerebralWhiteMatterVol,276219.000000000000
rhCerebralWhiteMatterVol,276675.000000000000
CerebralWhiteMatterVol,552894.000000000000
MaskVol,1854717.000000000000
SupraTentorialVolNotVentVox,1165925.000000000000
BrainSegVolNotVentSurf,1319624.000000000000
VentricleChoroidVol,24870.000000000000
