Measure,Vol
BrainSegVol,1198316.000000000000
BrainSegVolNotVent,1175345.000000000000
SupraTentorialVol,1040130.000000000000
SupraTentorialVolNotVent,1017159.000000000000
SubCortGrayVol,66382.000000000000
lhCortexVol,259104.384596572054
rhCortexVol,265766.207195474999
CortexVol,524870.591792047024
TotalGrayVol,716917.591792047024
lhCerebralWhiteMatterVol,213713.500000000000
rhCerebralWhiteMatterVol,214669.500000000000
CerebralWhiteMatterVol,428383.000000000000
MaskVol,1629820.000000000000
SupraTentorialVolNotVentVox,1017159.000000000000
BrainSegVolNotVentSurf,1175345.000000000000
VentricleChoroidVol,19854.000000000000
