Measure,Vol
BrainSegVol,1441562.000000000000
BrainSegVolNotVent,1420415.000000000000
SupraTentorialVol,1273537.000000000000
SupraTentorialVolNotVent,1252390.000000000000
SubCortGrayVol,74840.000000000000
lhCortexVol,293501.617268454225
rhCortexVol,286371.766280619253
CortexVol,579873.383549073478
TotalGrayVol,784613.383549073478
lhCerebralWhiteMatterVol,304055.500000000000
rhCerebralWhiteMatterVol,296757.500000000000
CerebralWhiteMatterVol,600813.000000000000
MaskVol,1987139.000000000000
SupraTentorialVolNotVentVox,1252390.000000000000
BrainSegVolNotVentSurf,1420415.000000000000
VentricleChoroidVol,17470.000000000000
