Measure,Vol
BrainSegVol,1186141.000000000000
BrainSegVolNotVent,1165654.000000000000
SupraTentorialVol,1044695.000000000000
SupraTentorialVolNotVent,1024208.000000000000
SubCortGrayVol,62946.000000000000
lhCortexVol,249574.726637120009
rhCortexVol,248446.447632525233
CortexVol,498021.174269645242
TotalGrayVol,669210.174269645242
lhCerebralWhiteMatterVol,233556.500000000000
rhCerebralWhiteMatterVol,231863.500000000000
CerebralWhiteMatterVol,465420.000000000000
MaskVol,1653819.000000000000
SupraTentorialVolNotVentVox,1024208.000000000000
BrainSegVolNotVentSurf,1165654.000000000000
VentricleChoroidVol,16971.000000000000
