Measure,Value
BrainSegVol,1092246.000000
lhCortexVol,234401.567751
rhCortexVol,234113.300906
CortexVol,468514.868657
TotalGrayVol,625811.868657
MaskVol,1545832.000000
BrainSegVol-to-eTIV,0.787036
MaskVol-to-eTIV,1.113875
eTIV,1387797.191171
