Measure,Vol
BrainSegVol,1135628.000000000000
BrainSegVolNotVent,1123562.000000000000
SupraTentorialVol,996408.000000000000
SupraTentorialVolNotVent,984342.000000000000
SubCortGrayVol,66063.000000000000
lhCortexVol,253501.215363501396
rhCortexVol,257039.987342482025
CortexVol,510541.202705983422
TotalGrayVol,689871.202705983422
lhCerebralWhiteMatterVol,204276.000000000000
rhCerebralWhiteMatterVol,205481.000000000000
CerebralWhiteMatterVol,409757.000000000000
MaskVol,1615216.000000000000
SupraTentorialVolNotVentVox,984342.000000000000
BrainSegVolNotVentSurf,1123562.000000000000
VentricleChoroidVol,8978.000000000000
