Measure,Value
BrainSegVol,1142486.000000
lhCortexVol,265488.562898
rhCortexVol,262057.036072
CortexVol,527545.598969
TotalGrayVol,701166.598969
MaskVol,1585624.000000
BrainSegVol-to-eTIV,0.828404
MaskVol-to-eTIV,1.149719
eTIV,1379140.481423
