Measure,Value
BrainSegVol,1261929.000000
lhCortexVol,273667.268797
rhCortexVol,269356.540074
CortexVol,543023.808870
TotalGrayVol,736616.808870
MaskVol,1743131.000000
BrainSegVol-to-eTIV,0.823027
MaskVol-to-eTIV,1.136866
eTIV,1533277.555324
