Measure,Vol
BrainSegVol,1220565.000000000000
BrainSegVolNotVent,1206366.000000000000
SupraTentorialVol,1078484.000000000000
SupraTentorialVolNotVent,1064285.000000000000
SubCortGrayVol,66779.000000000000
lhCortexVol,268632.998500151618
rhCortexVol,264913.496621687606
CortexVol,533546.495121839223
TotalGrayVol,711798.495121839223
lhCerebralWhiteMatterVol,233668.000000000000
rhCerebralWhiteMatterVol,232445.000000000000
CerebralWhiteMatterVol,466113.000000000000
MaskVol,1676243.000000000000
SupraTentorialVolNotVentVox,1064285.000000000000
BrainSegVolNotVentSurf,1206366.000000000000
VentricleChoroidVol,10288.000000000000
