Measure,Value
BrainSegVol,1288035.000000
lhCortexVol,269937.386015
rhCortexVol,270899.704524
CortexVol,540837.090539
TotalGrayVol,726375.090539
MaskVol,1727215.000000
BrainSegVol-to-eTIV,0.782725
MaskVol-to-eTIV,1.049610
eTIV,1645577.317238
