Measure,Vol
BrainSegVol,1109600.000000000000
BrainSegVolNotVent,1090382.000000000000
SupraTentorialVol,986328.000000000000
SupraTentorialVolNotVent,967110.000000000000
SubCortGrayVol,59432.000000000000
lhCortexVol,245455.061990169168
rhCortexVol,246925.846923557285
CortexVol,492380.908913726453
TotalGrayVol,650209.908913726453
lhCerebralWhiteMatterVol,209207.500000000000
rhCerebralWhiteMatterVol,207973.500000000000
CerebralWhiteMatterVol,417181.000000000000
MaskVol,1525797.000000000000
SupraTentorialVolNotVentVox,967110.000000000000
BrainSegVolNotVentSurf,1090382.000000000000
VentricleChoroidVol,16022.000000000000
