Measure,Vol
BrainSegVol,1195360.000000000000
BrainSegVolNotVent,1160076.000000000000
SupraTentorialVol,1044934.000000000000
SupraTentorialVolNotVent,1009650.000000000000
SubCortGrayVol,56790.000000000000
lhCortexVol,239743.852833397046
rhCortexVol,236158.180468698090
CortexVol,475902.033302095137
TotalGrayVol,643855.033302095137
lhCerebralWhiteMatterVol,240075.000000000000
rhCerebralWhiteMatterVol,238215.000000000000
CerebralWhiteMatterVol,478290.000000000000
MaskVol,1654958.000000000000
SupraTentorialVolNotVentVox,1009650.000000000000
BrainSegVolNotVentSurf,1160076.000000000000
VentricleChoroidVol,30843.000000000000
