Measure,Value
BrainSegVol,1063483.000000
lhCortexVol,229836.699572
rhCortexVol,228201.601919
CortexVol,458038.301491
TotalGrayVol,612782.301491
MaskVol,1526678.000000
BrainSegVol-to-eTIV,0.731031
MaskVol-to-eTIV,1.049428
eTIV,1454772.129059
