Measure,Value
BrainSegVol,1334533.000000
lhCortexVol,297162.839889
rhCortexVol,294161.039066
CortexVol,591323.878955
TotalGrayVol,793766.878955
MaskVol,1942635.000000
BrainSegVol-to-eTIV,0.778537
MaskVol-to-eTIV,1.133290
eTIV,1714155.272524
