Measure,Vol
BrainSegVol,1148352.000000000000
BrainSegVolNotVent,1129880.000000000000
SupraTentorialVol,1016219.000000000000
SupraTentorialVolNotVent,997747.000000000000
SubCortGrayVol,62339.000000000000
lhCortexVol,237430.361637326307
rhCortexVol,238684.271495576220
CortexVol,476114.633132902556
TotalGrayVol,641730.633132902556
lhCerebralWhiteMatterVol,231828.500000000000
rhCerebralWhiteMatterVol,228599.500000000000
CerebralWhiteMatterVol,460428.000000000000
MaskVol,1555877.000000000000
SupraTentorialVolNotVentVox,997747.000000000000
BrainSegVolNotVentSurf,1129880.000000000000
VentricleChoroidVol,15196.000000000000
