Measure,Vol
BrainSegVol,1059123.000000000000
BrainSegVolNotVent,1042196.000000000000
SupraTentorialVol,926615.000000000000
SupraTentorialVolNotVent,909688.000000000000
SubCortGrayVol,56591.000000000000
lhCortexVol,218052.699214752240
rhCortexVol,219416.639068083954
CortexVol,437469.338282836194
TotalGrayVol,594013.338282836135
lhCerebralWhiteMatterVol,209857.500000000000
rhCerebralWhiteMatterVol,207445.500000000000
CerebralWhiteMatterVol,417303.000000000000
MaskVol,1484731.000000000000
SupraTentorialVolNotVentVox,909688.000000000000
BrainSegVolNotVentSurf,1042196.000000000000
VentricleChoroidVol,14336.000000000000
