Measure,Value
BrainSegVol,1459800.000000
lhCortexVol,292983.481312
rhCortexVol,294053.702285
CortexVol,587037.183597
TotalGrayVol,775910.183597
MaskVol,2005057.000000
BrainSegVol-to-eTIV,0.773173
MaskVol-to-eTIV,1.061965
eTIV,1888063.495394
