Measure,Value
BrainSegVol,1234038.000000
lhCortexVol,256785.797152
rhCortexVol,254533.288174
CortexVol,511319.085326
TotalGrayVol,696023.085326
MaskVol,1732998.000000
BrainSegVol-to-eTIV,0.814257
MaskVol-to-eTIV,1.143486
eTIV,1515539.250593
