Measure,Vol
BrainSegVol,1135700.000000000000
BrainSegVolNotVent,1116335.000000000000
SupraTentorialVol,995807.000000000000
SupraTentorialVolNotVent,976442.000000000000
SubCortGrayVol,60528.000000000000
lhCortexVol,263522.766289685038
rhCortexVol,263736.206625090679
CortexVol,527258.972914775717
TotalGrayVol,700651.972914775717
lhCerebralWhiteMatterVol,197400.500000000000
rhCerebralWhiteMatterVol,193360.500000000000
CerebralWhiteMatterVol,390761.000000000000
MaskVol,1585422.000000000000
SupraTentorialVolNotVentVox,976442.000000000000
BrainSegVolNotVentSurf,1116335.000000000000
VentricleChoroidVol,15018.000000000000
