Measure,Value
BrainSegVol,1103910.000000
lhCortexVol,229250.485135
rhCortexVol,228752.035037
CortexVol,458002.520171
TotalGrayVol,614780.520171
MaskVol,1559789.000000
BrainSegVol-to-eTIV,0.800211
MaskVol-to-eTIV,1.130672
eTIV,1379524.208594
