Measure,Value
BrainSegVol,1099263.000000
lhCortexVol,235890.440497
rhCortexVol,239257.854104
CortexVol,475148.294601
TotalGrayVol,663990.294601
MaskVol,1549903.000000
BrainSegVol-to-eTIV,0.798586
MaskVol-to-eTIV,1.125964
eTIV,1376512.530870
