Measure,Vol
BrainSegVol,1117992.000000000000
BrainSegVolNotVent,1101240.000000000000
SupraTentorialVol,968342.000000000000
SupraTentorialVolNotVent,951590.000000000000
SubCortGrayVol,60649.000000000000
lhCortexVol,249831.195300748310
rhCortexVol,251690.706541416788
CortexVol,501521.901842165098
TotalGrayVol,682247.901842165156
lhCerebralWhiteMatterVol,197645.500000000000
rhCerebralWhiteMatterVol,193372.500000000000
CerebralWhiteMatterVol,391018.000000000000
MaskVol,1512935.000000000000
SupraTentorialVolNotVentVox,951590.000000000000
BrainSegVolNotVentSurf,1101240.000000000000
VentricleChoroidVol,12138.000000000000
