Measure,Value
BrainSegVol,1149912.000000
lhCortexVol,256945.126122
rhCortexVol,260395.273100
CortexVol,517340.399222
TotalGrayVol,684247.399222
MaskVol,1673506.000000
BrainSegVol-to-eTIV,0.805588
MaskVol-to-eTIV,1.172399
eTIV,1427420.354035
