Measure,Value
BrainSegVol,1245045.000000
lhCortexVol,280180.483497
rhCortexVol,277810.273179
CortexVol,557990.756676
TotalGrayVol,736066.756676
MaskVol,1684890.000000
BrainSegVol-to-eTIV,0.817872
MaskVol-to-eTIV,1.106806
eTIV,1522298.673895
