Measure,Vol
BrainSegVol,1019028.000000000000
BrainSegVolNotVent,1006692.000000000000
SupraTentorialVol,881946.000000000000
SupraTentorialVolNotVent,869610.000000000000
SubCortGrayVol,56811.000000000000
lhCortexVol,217191.898648284056
rhCortexVol,216305.096335032780
CortexVol,433496.994983316865
TotalGrayVol,600418.994983316865
lhCerebralWhiteMatterVol,190569.500000000000
rhCerebralWhiteMatterVol,190536.500000000000
CerebralWhiteMatterVol,381106.000000000000
MaskVol,1468410.000000000000
SupraTentorialVolNotVentVox,869610.000000000000
BrainSegVolNotVentSurf,1006692.000000000000
VentricleChoroidVol,9702.000000000000
