Measure,Value
BrainSegVol,1338831.000000
lhCortexVol,281051.883856
rhCortexVol,284784.016963
CortexVol,565835.900819
TotalGrayVol,764758.900819
MaskVol,1792233.000000
BrainSegVol-to-eTIV,0.787343
MaskVol-to-eTIV,1.053981
eTIV,1700441.863394
