Measure,Vol
BrainSegVol,1346563.000000000000
BrainSegVolNotVent,1329424.000000000000
SupraTentorialVol,1179596.000000000000
SupraTentorialVolNotVent,1162457.000000000000
SubCortGrayVol,71609.000000000000
lhCortexVol,304858.306602669123
rhCortexVol,301023.216676157608
CortexVol,605881.523278826731
TotalGrayVol,812179.523278826731
lhCerebralWhiteMatterVol,245200.500000000000
rhCerebralWhiteMatterVol,242478.500000000000
CerebralWhiteMatterVol,487679.000000000000
MaskVol,1944460.000000000000
SupraTentorialVolNotVentVox,1162457.000000000000
BrainSegVolNotVentSurf,1329424.000000000000
VentricleChoroidVol,14065.000000000000
