Measure,Value
BrainSegVol,1340763.000000
lhCortexVol,276517.373568
rhCortexVol,276650.396352
CortexVol,553167.769920
TotalGrayVol,745234.769920
MaskVol,1854016.000000
BrainSegVol-to-eTIV,0.769042
MaskVol-to-eTIV,1.063437
eTIV,1743418.965710
