Measure,Value
BrainSegVol,1227471.000000
lhCortexVol,247440.369461
rhCortexVol,244436.366026
CortexVol,491876.735488
TotalGrayVol,669920.735488
MaskVol,1692107.000000
BrainSegVol-to-eTIV,0.749597
MaskVol-to-eTIV,1.033343
eTIV,1637507.511614
