Measure,Vol
BrainSegVol,1180441.000000000000
BrainSegVolNotVent,1152122.000000000000
SupraTentorialVol,1042520.000000000000
SupraTentorialVolNotVent,1014201.000000000000
SubCortGrayVol,58954.000000000000
lhCortexVol,244214.725810988806
rhCortexVol,246827.640968253138
CortexVol,491042.366779241944
TotalGrayVol,656852.366779241944
lhCerebralWhiteMatterVol,233660.000000000000
rhCerebralWhiteMatterVol,231810.000000000000
CerebralWhiteMatterVol,465470.000000000000
MaskVol,1668452.000000000000
SupraTentorialVolNotVentVox,1014201.000000000000
BrainSegVolNotVentSurf,1152122.000000000000
VentricleChoroidVol,24276.000000000000
