Measure,Vol
BrainSegVol,1191192.000000000000
BrainSegVolNotVent,1170329.000000000000
SupraTentorialVol,1043670.000000000000
SupraTentorialVolNotVent,1022807.000000000000
SubCortGrayVol,62106.000000000000
lhCortexVol,274430.714855842176
rhCortexVol,268628.985675092670
CortexVol,543059.700530934846
TotalGrayVol,723933.700530934846
lhCerebralWhiteMatterVol,212288.000000000000
rhCerebralWhiteMatterVol,207691.000000000000
CerebralWhiteMatterVol,419979.000000000000
MaskVol,1618162.000000000000
SupraTentorialVolNotVentVox,1022807.000000000000
BrainSegVolNotVentSurf,1170329.000000000000
VentricleChoroidVol,15320.000000000000
