Measure,Value
BrainSegVol,1306809.000000
lhCortexVol,268471.202445
rhCortexVol,271497.336880
CortexVol,539968.539325
TotalGrayVol,723854.539325
MaskVol,1859368.000000
BrainSegVol-to-eTIV,0.819316
MaskVol-to-eTIV,1.165748
eTIV,1595000.281723
