Measure,Value
BrainSegVol,1198810.000000
lhCortexVol,256450.456903
rhCortexVol,255080.544981
CortexVol,511531.001884
TotalGrayVol,679419.001884
MaskVol,1633025.000000
BrainSegVol-to-eTIV,0.812286
MaskVol-to-eTIV,1.106499
eTIV,1475847.949722
