Measure,Value
BrainSegVol,1197496.000000
lhCortexVol,249481.058813
rhCortexVol,248818.376081
CortexVol,498299.434894
TotalGrayVol,682284.434894
MaskVol,1607590.000000
BrainSegVol-to-eTIV,0.816256
MaskVol-to-eTIV,1.095790
eTIV,1467060.073483
