Measure,Value
BrainSegVol,1348498.000000
lhCortexVol,284853.602603
rhCortexVol,289539.509009
CortexVol,574393.111611
TotalGrayVol,754722.111611
MaskVol,1771040.000000
BrainSegVol-to-eTIV,0.821706
MaskVol-to-eTIV,1.079182
eTIV,1641094.828244
