Measure,Value
BrainSegVol,1126267.000000
lhCortexVol,251864.104806
rhCortexVol,252720.619709
CortexVol,504584.724515
TotalGrayVol,684376.724515
MaskVol,1615744.000000
BrainSegVol-to-eTIV,0.802387
MaskVol-to-eTIV,1.151105
eTIV,1403645.961581
