Measure,Vol
BrainSegVol,1093018.000000000000
BrainSegVolNotVent,1075350.000000000000
SupraTentorialVol,957930.000000000000
SupraTentorialVolNotVent,940262.000000000000
SubCortGrayVol,59140.000000000000
lhCortexVol,223364.952045033802
rhCortexVol,223869.035431395227
CortexVol,447233.987476429029
TotalGrayVol,615254.987476428971
lhCerebralWhiteMatterVol,218083.000000000000
rhCerebralWhiteMatterVol,217935.000000000000
CerebralWhiteMatterVol,436018.000000000000
MaskVol,1503234.000000000000
SupraTentorialVolNotVentVox,940262.000000000000
BrainSegVolNotVentSurf,1075350.000000000000
VentricleChoroidVol,14620.000000000000
