Measure,Vol
BrainSegVol,1190142.000000000000
BrainSegVolNotVent,1174771.000000000000
SupraTentorialVol,1053491.000000000000
SupraTentorialVolNotVent,1038120.000000000000
SubCortGrayVol,68539.000000000000
lhCortexVol,264807.528155498672
rhCortexVol,261410.207850408537
CortexVol,526217.736005907180
TotalGrayVol,702240.736005907180
lhCerebralWhiteMatterVol,224918.500000000000
rhCerebralWhiteMatterVol,219607.500000000000
CerebralWhiteMatterVol,444526.000000000000
MaskVol,1587205.000000000000
SupraTentorialVolNotVentVox,1038120.000000000000
BrainSegVolNotVentSurf,1174771.000000000000
VentricleChoroidVol,12153.000000000000
