Measure,Vol
BrainSegVol,1005544.000000000000
BrainSegVolNotVent,985323.000000000000
SupraTentorialVol,876038.000000000000
SupraTentorialVolNotVent,855817.000000000000
SubCortGrayVol,54688.000000000000
lhCortexVol,211806.967644484306
rhCortexVol,212100.989712339069
CortexVol,423907.957356823375
TotalGrayVol,583672.957356823375
lhCerebralWhiteMatterVol,191244.000000000000
rhCerebralWhiteMatterVol,187233.000000000000
CerebralWhiteMatterVol,378477.000000000000
MaskVol,1479184.000000000000
SupraTentorialVolNotVentVox,855817.000000000000
BrainSegVolNotVentSurf,985323.000000000000
VentricleChoroidVol,15860.000000000000
