Measure,Value
BrainSegVol,1175288.000000
lhCortexVol,244383.185272
rhCortexVol,245232.290227
CortexVol,489615.475500
TotalGrayVol,652570.475500
MaskVol,1668532.000000
BrainSegVol-to-eTIV,0.760854
MaskVol-to-eTIV,1.080169
eTIV,1544695.360426
