Measure,Vol
BrainSegVol,1151274.000000000000
BrainSegVolNotVent,1135316.000000000000
SupraTentorialVol,1005494.000000000000
SupraTentorialVolNotVent,989536.000000000000
SubCortGrayVol,57788.000000000000
lhCortexVol,237681.603097594198
rhCortexVol,241990.352392666624
CortexVol,479671.955490260851
TotalGrayVol,653866.955490260851
lhCerebralWhiteMatterVol,226823.500000000000
rhCerebralWhiteMatterVol,227021.500000000000
CerebralWhiteMatterVol,453845.000000000000
MaskVol,1557204.000000000000
SupraTentorialVolNotVentVox,989536.000000000000
BrainSegVolNotVentSurf,1135316.000000000000
VentricleChoroidVol,12664.000000000000
