Measure,Vol
BrainSegVol,1200257.000000000000
BrainSegVolNotVent,1176270.000000000000
SupraTentorialVol,1065777.000000000000
SupraTentorialVolNotVent,1041790.000000000000
SubCortGrayVol,58972.000000000000
lhCortexVol,239567.358312332712
rhCortexVol,242077.936322367284
CortexVol,481645.294634699996
TotalGrayVol,642418.294634700054
lhCerebralWhiteMatterVol,253269.000000000000
rhCerebralWhiteMatterVol,249656.000000000000
CerebralWhiteMatterVol,502925.000000000000
MaskVol,1634540.000000000000
SupraTentorialVolNotVentVox,1041790.000000000000
BrainSegVolNotVentSurf,1176270.000000000000
VentricleChoroidVol,21075.000000000000
