Measure,Vol
BrainSegVol,1200137.000000000000
BrainSegVolNotVent,1178028.000000000000
SupraTentorialVol,1061693.000000000000
SupraTentorialVolNotVent,1039584.000000000000
SubCortGrayVol,60849.000000000000
lhCortexVol,255576.726803505560
rhCortexVol,258578.079305334366
CortexVol,514154.806108839926
TotalGrayVol,682584.806108839926
lhCerebralWhiteMatterVol,232149.500000000000
rhCerebralWhiteMatterVol,234549.500000000000
CerebralWhiteMatterVol,466699.000000000000
MaskVol,1707810.000000000000
SupraTentorialVolNotVentVox,1039584.000000000000
BrainSegVolNotVentSurf,1178028.000000000000
VentricleChoroidVol,17585.000000000000
