Measure,Value
BrainSegVol,1190203.000000
lhCortexVol,241896.341612
rhCortexVol,243230.542023
CortexVol,485126.883635
TotalGrayVol,667023.883635
MaskVol,1562012.000000
BrainSegVol-to-eTIV,0.819694
MaskVol-to-eTIV,1.075759
eTIV,1452008.953115
