Measure,Value
BrainSegVol,1021678.000000
lhCortexVol,217341.656113
rhCortexVol,215335.985746
CortexVol,432677.641859
TotalGrayVol,592786.641859
MaskVol,1418343.000000
BrainSegVol-to-eTIV,0.773650
MaskVol-to-eTIV,1.074018
eTIV,1320594.730069
