Measure,Value
BrainSegVol,1180441.000000
lhCortexVol,244214.725811
rhCortexVol,246827.640968
CortexVol,491042.366779
TotalGrayVol,656852.366779
MaskVol,1668452.000000
BrainSegVol-to-eTIV,0.764190
MaskVol-to-eTIV,1.080117
eTIV,1544695.360426
