Measure,Vol
BrainSegVol,1207599.000000000000
BrainSegVolNotVent,1184344.000000000000
SupraTentorialVol,1071717.000000000000
SupraTentorialVolNotVent,1048462.000000000000
SubCortGrayVol,60797.000000000000
lhCortexVol,256480.997418047802
rhCortexVol,257184.108143079036
CortexVol,513665.105561126838
TotalGrayVol,678710.105561126838
lhCerebralWhiteMatterVol,238188.000000000000
rhCerebralWhiteMatterVol,237490.000000000000
CerebralWhiteMatterVol,475678.000000000000
MaskVol,1633486.000000000000
SupraTentorialVolNotVentVox,1048462.000000000000
BrainSegVolNotVentSurf,1184344.000000000000
VentricleChoroidVol,19427.000000000000
