Measure,Vol
BrainSegVol,1110662.000000000000
BrainSegVolNotVent,1097821.000000000000
SupraTentorialVol,956445.000000000000
SupraTentorialVolNotVent,943604.000000000000
SubCortGrayVol,59167.000000000000
lhCortexVol,235764.316306567227
rhCortexVol,233184.492812059732
CortexVol,468948.809118626988
TotalGrayVol,649727.809118626988
lhCerebralWhiteMatterVol,210276.000000000000
rhCerebralWhiteMatterVol,206853.000000000000
CerebralWhiteMatterVol,417129.000000000000
MaskVol,1577079.000000000000
SupraTentorialVolNotVentVox,943604.000000000000
BrainSegVolNotVentSurf,1097821.000000000000
VentricleChoroidVol,9080.000000000000
