Measure,Vol
BrainSegVol,1006171.000000000000
BrainSegVolNotVent,989864.000000000000
SupraTentorialVol,888831.000000000000
SupraTentorialVolNotVent,872524.000000000000
SubCortGrayVol,55613.000000000000
lhCortexVol,205565.001401892077
rhCortexVol,205765.490236817161
CortexVol,411330.491638709209
TotalGrayVol,560764.491638709209
lhCerebralWhiteMatterVol,202394.000000000000
rhCerebralWhiteMatterVol,204689.000000000000
CerebralWhiteMatterVol,407083.000000000000
MaskVol,1314489.000000000000
SupraTentorialVolNotVentVox,872524.000000000000
BrainSegVolNotVentSurf,989864.000000000000
VentricleChoroidVol,12526.000000000000
