Measure,Vol
BrainSegVol,1150155.000000000000
BrainSegVolNotVent,1134542.000000000000
SupraTentorialVol,1003105.000000000000
SupraTentorialVolNotVent,987492.000000000000
SubCortGrayVol,57760.000000000000
lhCortexVol,237060.972101912717
rhCortexVol,241354.049506877287
CortexVol,478415.021608790033
TotalGrayVol,653070.021608790033
lhCerebralWhiteMatterVol,226620.000000000000
rhCerebralWhiteMatterVol,226599.000000000000
CerebralWhiteMatterVol,453219.000000000000
MaskVol,1557190.000000000000
SupraTentorialVolNotVentVox,987492.000000000000
BrainSegVolNotVentSurf,1134542.000000000000
VentricleChoroidVol,12408.000000000000
