Measure,Value
BrainSegVol,1164238.000000
lhCortexVol,238889.583819
rhCortexVol,240596.679283
CortexVol,479486.263102
TotalGrayVol,652049.263102
MaskVol,1625902.000000
BrainSegVol-to-eTIV,0.781775
MaskVol-to-eTIV,1.091778
eTIV,1489223.798646
