Measure,Value
BrainSegVol,1258517.000000
lhCortexVol,259700.988530
rhCortexVol,254673.378758
CortexVol,514374.367289
TotalGrayVol,716400.367289
MaskVol,1727941.000000
BrainSegVol-to-eTIV,0.796362
MaskVol-to-eTIV,1.093404
eTIV,1580332.041665
