Measure,Vol
BrainSegVol,1174266.000000000000
BrainSegVolNotVent,1145637.000000000000
SupraTentorialVol,1036334.000000000000
SupraTentorialVolNotVent,1007705.000000000000
SubCortGrayVol,58993.000000000000
lhCortexVol,243575.719207673741
rhCortexVol,242112.379657285637
CortexVol,485688.098864959378
TotalGrayVol,651209.098864959320
lhCerebralWhiteMatterVol,234198.500000000000
rhCerebralWhiteMatterVol,230807.500000000000
CerebralWhiteMatterVol,465006.000000000000
MaskVol,1669130.000000000000
SupraTentorialVolNotVentVox,1007705.000000000000
BrainSegVolNotVentSurf,1145637.000000000000
VentricleChoroidVol,24526.000000000000
