Measure,Vol
BrainSegVol,1088815.000000000000
BrainSegVolNotVent,1069038.000000000000
SupraTentorialVol,934026.000000000000
SupraTentorialVolNotVent,914249.000000000000
SubCortGrayVol,64332.000000000000
lhCortexVol,233125.591409629647
rhCortexVol,235134.412435298145
CortexVol,468260.003844927764
TotalGrayVol,656980.003844927764
lhCerebralWhiteMatterVol,192465.000000000000
rhCerebralWhiteMatterVol,191243.000000000000
CerebralWhiteMatterVol,383708.000000000000
MaskVol,1550447.000000000000
SupraTentorialVolNotVentVox,914249.000000000000
BrainSegVolNotVentSurf,1069038.000000000000
VentricleChoroidVol,16464.000000000000
