Measure,Vol
BrainSegVol,1258517.000000000000
BrainSegVolNotVent,1236045.000000000000
SupraTentorialVol,1086347.000000000000
SupraTentorialVolNotVent,1063875.000000000000
SubCortGrayVol,63479.000000000000
lhCortexVol,259700.988530445087
rhCortexVol,254673.378758338338
CortexVol,514374.367288783425
TotalGrayVol,716400.367288783425
lhCerebralWhiteMatterVol,243382.000000000000
rhCerebralWhiteMatterVol,244782.000000000000
CerebralWhiteMatterVol,488164.000000000000
MaskVol,1727941.000000000000
SupraTentorialVolNotVentVox,1063875.000000000000
BrainSegVolNotVentSurf,1236045.000000000000
VentricleChoroidVol,18011.000000000000
