Measure,Vol
BrainSegVol,1168650.000000000000
BrainSegVolNotVent,1154403.000000000000
SupraTentorialVol,1011808.000000000000
SupraTentorialVolNotVent,997561.000000000000
SubCortGrayVol,64139.000000000000
lhCortexVol,267401.723635505419
rhCortexVol,264892.048325192300
CortexVol,532293.771960697719
TotalGrayVol,726592.771960697719
lhCerebralWhiteMatterVol,202319.000000000000
rhCerebralWhiteMatterVol,201081.000000000000
CerebralWhiteMatterVol,403400.000000000000
MaskVol,1564692.000000000000
SupraTentorialVolNotVentVox,997561.000000000000
BrainSegVolNotVentSurf,1154403.000000000000
VentricleChoroidVol,9693.000000000000
