Measure,Vol
BrainSegVol,1060580.000000000000
BrainSegVolNotVent,1038771.000000000000
SupraTentorialVol,934289.000000000000
SupraTentorialVolNotVent,912480.000000000000
SubCortGrayVol,55312.000000000000
lhCortexVol,228561.333830143471
rhCortexVol,227426.206430000457
CortexVol,455987.540260143927
TotalGrayVol,612849.540260143927
lhCerebralWhiteMatterVol,203071.000000000000
rhCerebralWhiteMatterVol,199503.000000000000
CerebralWhiteMatterVol,402574.000000000000
MaskVol,1527715.000000000000
SupraTentorialVolNotVentVox,912480.000000000000
BrainSegVolNotVentSurf,1038771.000000000000
VentricleChoroidVol,17948.000000000000
