Measure,Vol
BrainSegVol,1273462.000000000000
BrainSegVolNotVent,1260472.000000000000
SupraTentorialVol,1116063.000000000000
SupraTentorialVolNotVent,1103073.000000000000
SubCortGrayVol,67640.000000000000
lhCortexVol,273983.730509072600
rhCortexVol,272866.475408678001
CortexVol,546850.205917750602
TotalGrayVol,740086.205917750602
lhCerebralWhiteMatterVol,245066.500000000000
rhCerebralWhiteMatterVol,246245.500000000000
CerebralWhiteMatterVol,491312.000000000000
MaskVol,1743754.000000000000
SupraTentorialVolNotVentVox,1103073.000000000000
BrainSegVolNotVentSurf,1260472.000000000000
VentricleChoroidVol,9174.000000000000
