Measure,Vol
BrainSegVol,1175288.000000000000
BrainSegVolNotVent,1146632.000000000000
SupraTentorialVol,1039887.000000000000
SupraTentorialVolNotVent,1011231.000000000000
SubCortGrayVol,58852.000000000000
lhCortexVol,244383.185272142291
rhCortexVol,245232.290227497462
CortexVol,489615.475499639753
TotalGrayVol,652570.475499639753
lhCerebralWhiteMatterVol,233140.500000000000
rhCerebralWhiteMatterVol,231439.500000000000
CerebralWhiteMatterVol,464580.000000000000
MaskVol,1668532.000000000000
SupraTentorialVolNotVentVox,1011231.000000000000
BrainSegVolNotVentSurf,1146632.000000000000
VentricleChoroidVol,24674.000000000000
